epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.8070233550336626,0.4423998265842896,0.8184324657475507,0.3692066311360241
1,0.001,0.6396202597353193,0.5098294812874942,0.6604874928792318,0.5313376139166197
2,0.001,0.5588924182785882,0.5579633508352828,0.563278803118953,0.6102756209160535
3,0.001,0.5176721483469009,0.5875511862762917,0.6293446465774819,0.5413643730948592
4,0.001,0.4923385752571954,0.6103981436659176,0.5228455475083104,0.6247251831360511
5,0.001,0.4873085389534632,0.612361914079703,0.5446882115470039,0.589122186466639
6,0.001,0.4701483885447184,0.6290757110937703,0.48415151790336325,0.6575781254028299
7,0.001,0.4459863271978166,0.6496151978901732,0.49054504103130764,0.5872040582776991
8,0.001,0.4346112807591756,0.666732262759052,0.5261722438865237,0.6005471250951243
